learning_rate,loss,accuracy,val_loss,val_accuracy
0.13,0.7197683453559875,0.8934409618377686,0.3276564478874206,0.913193941116333
0.13,0.7402865886688232,0.9051684141159058,0.4051326811313629,0.8814999461174011
0.13,0.5366771221160889,0.8922828435897827,0.4506263732910156,0.8919547200202942
0.13,0.4701024889945984,0.8971990346908569,0.3698533177375793,0.9030870199203492
0.13,0.4923654794692993,0.890973687171936,0.449537068605423,0.8988574743270874
0.13,0.7543634176254272,0.892076849937439,0.4071837663650512,0.9043686985969543
0.13,0.6866104602813721,0.8699447512626648,0.5635477900505066,0.8581734299659729
0.13,0.6679637432098389,0.8537862300872803,0.8170637488365173,0.8953603506088257
0.13,0.4712781906127929,0.898151159286499,0.3597654402256012,0.9137431979179382
0.13,0.4773584902286529,0.9019184112548828,0.5142043828964233,0.8995349407196045
0.13,0.688432514667511,0.8958166241645813,0.4932061433792114,0.8978138566017151
0.13,0.6501144766807556,0.8707915544509888,0.4463979601860046,0.902446150779724
0.13,0.7000868320465088,0.8896004557609558,0.5885419249534607,0.8230189085006714
0.13,0.6108143925666809,0.8608584403991699,0.6392719745635986,0.886352002620697
0.13,0.5527858734130859,0.888369083404541,0.8315837383270264,0.9032884240150452
0.13,1.2830606698989868,0.8806377053260803,0.5816971063613892,0.8721253871917725
0.13,0.5524647831916809,0.8866571187973022,0.4405581057071686,0.8948110342025757
0.13,0.5151238441467285,0.8898521661758423,0.4647190272808075,0.8947927355766296
0.13,0.5622074604034424,0.8935187458992004,0.5529812574386597,0.9072250127792358
0.13,1.0240557193756104,0.8883736729621887,0.6861434578895569,0.8651127815246582
0.13,0.9876503944396972,0.7743029594421387,0.9734349250793456,0.7067708969116211
0.13,1.0383741855621338,0.7118433117866516,1.6642457246780396,0.7396916747093201
0.13,1.0286065340042114,0.7323687076568604,2.2661948204040527,0.712099015712738
0.13,1.962589144706726,0.6941147446632385,0.8879268765449524,0.7095906138420105
0.13,1.0169055461883545,0.7052608728408813,1.4377447366714478,0.7161088585853577
0.13,1.2001795768737793,0.6933960914611816,0.950154423713684,0.6971034407615662
0.13,1.122687816619873,0.6880495548248291,1.324939846992493,0.6913725137710571
0.13,0.991604745388031,0.6949112415313721,0.9622605443000792,0.7053610682487488
0.13,1.126089096069336,0.6926316618919373,1.1905664205551147,0.6267210841178894
0.13,1.436951994895935,0.6778326630592346,1.0500117540359497,0.6766149401664734
0.1,0.4235709309577942,0.9301019310951232,0.2365627884864807,0.9438809156417848
0.1,0.3611494302749634,0.94662207365036,0.261242538690567,0.9419400691986084
0.1,0.305542916059494,0.9489474296569824,0.1881433576345443,0.9532737731933594
0.1,0.3833415806293487,0.9462329745292664,0.3978375494480133,0.901787042617798
0.1,0.4187120795249939,0.946919560432434,0.341259628534317,0.9388823509216307
0.1,0.4740636646747589,0.9425480961799622,0.4541009068489074,0.9266515374183656
0.1,0.3522409796714782,0.9406301379203796,0.3978803753852844,0.9263768792152404
0.1,0.4602642953395843,0.9395727515220642,0.5500829219818115,0.929452896118164
0.1,0.3053070604801178,0.9407033920288086,0.2241168767213821,0.9469569325447084
0.1,0.2882857024669647,0.9381353855133056,1.8276076316833496,0.9373809695243835
0.1,0.7019002437591553,0.937009334564209,0.2410981059074401,0.9422513842582704
0.1,0.4703309237957001,0.9409047961235046,0.1951391100883484,0.9539695382118224
0.1,0.5584975481033325,0.9420583248138428,0.3825466632843017,0.9431851506233216
0.1,0.3004542291164398,0.9328804612159728,0.2867530286312103,0.9323824644088744
0.1,0.6545198559761047,0.9224666953086852,0.5946540832519531,0.9149333238601683
0.1,0.4709891378879547,0.9244487285614014,2.1759581565856934,0.9060348868370056
0.1,0.9050580859184264,0.9125106930732728,0.3201952278614044,0.924252986907959
0.1,0.4285738170146942,0.9126114249229432,0.3696486949920654,0.9088362455368042
0.1,0.3995839357376098,0.912117063999176,0.4218233525753021,0.925131857395172
0.1,0.3961823284626007,0.9145980477333068,0.3580668866634369,0.9099531173706056
0.1,0.5480627417564392,0.9080934524536132,0.6207447648048401,0.8985828161239624
0.1,0.4667457044124603,0.9152480363845824,0.4419924914836883,0.9102094769477844
0.1,0.7167344689369202,0.9145202040672302,0.9186449646949768,0.9120404124259948
0.1,0.5167237520217896,0.9076677560806274,0.3951531648635864,0.9089643955230712
0.1,0.3983062505722046,0.9063723087310792,0.441836953163147,0.9139812588691713
0.1,0.4509872198104858,0.9058825373649596,0.3789348602294922,0.9074080586433412
0.1,0.5165534615516663,0.906262457370758,0.338369756937027,0.918576955795288
0.1,0.5459829568862915,0.8993779420852661,0.3822086453437805,0.902775764465332
0.1,0.4315699636936188,0.9002018570899963,0.3267056345939636,0.9220557808876038
0.1,0.4558969438076019,0.9080659747123718,0.3945125341415405,0.917771339416504
0.0003,1.0636998414993286,0.7054806351661682,0.4917967319488525,0.89151531457901
0.0003,0.3729935884475708,0.915957510471344,0.2989054918289184,0.9330232739448548
