hidden_neurons,loss,accuracy,val_loss,val_accuracy
1,1.8737130165100095,0.3111585080623626,1.8741917610168457,0.3103669285774231
2,1.2678042650222778,0.5204681754112244,1.260847568511963,0.5240954756736755
4,0.5347347259521484,0.870068371295929,0.5208487510681152,0.8687014579772949
8,0.2746675312519073,0.934125542640686,0.273426204919815,0.9361542463302612
12,0.177680104970932,0.9565322995185852,0.1730941236019134,0.9592793583869934
18,0.0995447933673858,0.9785590767860411,0.097020573914051,0.9792185425758362
40,0.0595665499567985,0.9875218272209167,0.057018008083105,0.9884465932846068
80,0.0258046761155128,0.9945024251937866,0.0244396012276411,0.99480003118515
